country,country_iso,core_city,uc_id,cc_avg_dir,cc_avg_undir,cc_wt_avg_dir,cc_wt_avg_undir,circuity,elev_iqr,elev_mean,elev_median,elev_range,elev_std,grade_mean,grade_median,intersect_count,intersect_count_clean,intersect_count_clean_topo,k_avg,length_mean,length_median,length_total,street_segment_count,node_count,orientation_entropy,orientation_order,pagerank_max,prop_4way,prop_3way,prop_deadend,self_loop_proportion,straightness,uc_names,world_region,world_subregion,resident_pop,area,built_up_area,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,nodes_per_km_street,organic_prop,meshedness_coefficient,pop_density,prop_used_area,big,organic,3_way_cities,type_one_city,type_two_city,city_type,chosen
argentina,ARG,san_carlos_de_bariloche,1008,0.0266576355925468,0.0352859960552268,0.0031045957387847,0.0036470135802943,1.0172510010209248,82.0,869.2940828402367,872.0,169.0,47.26601614600106,0.0359103651789007,0.022,1588,1433,1435,3.208284023668639,102.76572261158242,98.137,278597.87399999995,2711,1690,3.2057588922032507,0.3142934607521388,0.0018771585000924,0.4017751479289941,0.5313609467455621,0.0603550295857988,0.00036886757654,0.9830415492306112,San Carlos de Bariloche,Latin America and the Caribbean,South America,107350,19.0,3.78987693787,3.2905325443786984,445.9247695123895,419.0109668554287,133804.4465066462,73511.06079887069,0.0060660907986684,0.5924170616113744,0.9439335508751112,28325.457992399413,0.19946720725631578,False,True,False,True,False,1,True
saudi_arabia,SAU,unnamed,5455,0.0142163516922669,0.0184757011346606,0.0013635079609071,0.0015949865964013,1.0164503766806767,10.0,664.7944765574823,665.0,39.0,6.363568812575779,0.0186779879621668,0.011,1537,1253,1299,2.9877970456005136,96.61718056749784,68.4385,224731.562,2326,1557,2.664770633610986,0.6614393747391161,0.0023833288277925,0.0738599871547848,0.912010276172126,0.0128452151573538,0.0004299226139294,0.9838158585425516,البدائع,Asia,Western Asia,50688,11.0,3.35505819321,3.0488118175979446,464.07540803646026,458.1142595709952,107361.21737887652,66982.91029789402,0.0069282658214247,0.9254498714652956,0.7251367878982942,15107.934670874823,0.30500529029181817,False,True,True,False,False,3,True
united_states,USA,duluth,668,0.0306087550946706,0.0404929577464787,0.0010311083988718,0.0012036716719034,1.0348821627845424,50.0,222.56443661971832,196.0,223.0,51.72631736798189,0.0323654197080292,0.016,2407,2252,2263,3.087323943661972,143.01355177919706,112.6245,626971.411,4384,2840,2.9061202123233376,0.5215475772001255,0.0012926987391287,0.4471830985915493,0.3866197183098591,0.1524647887323943,0.0034215328467153,0.9662935897062084,Duluth,Northern America,Northern America,61223,82.0,42.0806350708,3.1566901408450705,67.48947574630813,57.19970708498721,26353.98439529577,14899.285857856708,0.0045297121211161,0.5415634948708878,0.917684545937334,1454.8972442310644,0.5131784764731707,False,True,False,True,False,1,True
honduras,HND,choluteca,357,0.0252271640363462,0.0272915670333174,0.0017667481035419,0.0018516635762655,1.0166820099771694,9.0,48.00239120038259,49.0,36.0,6.62122829510388,0.0156975736568457,0.01,1967,1839,1846,3.3113342898134865,97.03273136915078,95.3405,335927.316,3462,2091,3.068114402957095,0.4141180064439121,0.0012334057221881,0.4830224772835964,0.4567192730750837,0.0593017694882831,0.0,0.9835917132264944,Choluteca,Latin America and the Caribbean,Central America,109247,24.0,9.74809074402,3.366810138689622,214.50354278685097,201.78310313808504,67552.26323718438,34460.831851208975,0.0062245607915969,0.5160210425633668,1.1230548240363898,11207.015083134915,0.40617044766750005,False,True,False,True,False,1,True
bolivia,BOL,villazon,955,0.0152708537243433,0.0192180251822398,0.0020119089781422,0.002214033091699,1.0143901853097546,12.0,3455.7839628893307,3456.0,65.0,9.955789936042809,0.03141892438334,0.018,1417,1156,1158,3.27766732935719,80.21777517185605,72.489,198378.558,2473,1509,2.78725027769054,0.5934630328417262,0.0025614359080512,0.4738237243207422,0.4599072233267064,0.0609675281643472,0.0004043671653861,0.9858139545136072,Villazón,Latin America and the Caribbean,South America,66168,11.0,1.01934599876,3.3545394300861497,1480.360939107671,1390.106991859224,355730.66793915693,194613.5642277705,0.0076066688618635,0.5222591362126245,0.994675540765391,64912.20849494788,0.09266781806909091,False,True,False,True,False,1,True
brazil,BRA,tramandai,1255,0.011026770902386,0.0142245307089484,0.0014642867207773,0.0017676634006767,1.0046759207281024,4.0,5.955166757791143,6.0,20.0,2.533702138519275,0.013879593432369,0.005,3507,2490,2507,3.496446145434664,102.47432587959344,68.965,655323.314,6395,3658,2.505588497677515,0.7404986861895109,0.0007954110897938,0.6254784034991798,0.3310552214324768,0.041279387643521,0.0001563721657544,0.995345841746945,Tramandaí; Imbé,Latin America and the Caribbean,South America,57290,42.0,21.5282421112,3.546473482777474,169.91633506838613,162.9022928061318,53995.085618033605,30440.16834328843,0.0055819775091963,0.3724364232977851,0.9826241619920646,2661.1555046658946,0.5125771931238096,False,False,False,True,False,1,True
philippines,PHL,laoag,12756,0.0172563877049365,0.0184696569920844,0.0010166523806324,0.0010645046147826,1.0264008231066672,2.0,13.120492524186457,13.0,17.0,2.1678047010732127,0.0149603906673901,0.008,1014,974,974,3.241864555848725,91.87244818231146,62.38,169320.92200000002,1843,1137,2.696443871799124,0.6444564360084039,0.0020635481390606,0.4995602462620932,0.3922603342128408,0.1081794195250659,0.0,0.974278252206815,Laoag,Asia,South-Eastern Asia,71987,15.0,3.56212878227,3.283201407211961,319.1911549237802,284.66124106659026,93002.64399449478,47533.632933983536,0.006715059111242,0.5004397537379067,1.0929925077126488,20208.982998679123,0.23747525215133333,False,True,False,True,False,1,True
colombia,COL,valledupar,678,0.0229510985505417,0.0251551534133751,0.0013401642989406,0.0013879496162983,1.0132377332563327,37.0,173.1365930050461,168.0,95.0,22.809879388514823,0.0220338541666666,0.013,5466,4793,4877,3.340873499216982,77.85002427083333,67.67750000000001,747360.233,9600,5747,3.306426023453,0.2363170025408756,0.0005790819872271,0.4468418305202714,0.4999129980859579,0.0488950756916652,0.0002083333333333,0.9869352148840832,Valledupar,Latin America and the Caribbean,South America,396149,41.0,21.9909362793,3.357577866713068,261.3349394045416,248.55694776147973,62162.7691353356,33984.92103783173,0.0076897321348378,0.5489035851026801,1.0460520588491338,18014.19434664516,0.536364299495122,False,True,False,True,False,1,True
mexico,MEX,guasave,70,0.0247172166085647,0.0277800134138162,0.001173817581089,0.0012646713311933,1.0143375012717737,4.0,17.727565392354126,18.0,15.0,2.7016546616618347,0.0163384123863357,0.01,2355,1954,1968,3.2748490945674043,91.55273457852051,74.442,372528.077,4069,2485,3.367639088028408,0.1868490188257052,0.0013290740387886,0.4297786720321931,0.5146881287726358,0.0523138832997987,0.0002457606291472,0.9858651570568996,Guasave,Latin America and the Caribbean,Central America,80997,22.0,8.55307865143,3.327967806841046,290.5386588003057,275.3394533097465,75096.64054037591,43554.85225635297,0.0066706381436049,0.5676873489121677,0.941923774954628,9469.923439375598,0.3887763023377273,False,True,False,True,False,1,True
brazil,BRA,nova_serrana,1328,0.0294881567480437,0.0351914626490897,0.0017198406987567,0.0018997090449968,1.0175747576564254,31.0,745.7804143126177,744.0,139.0,20.9322568088315,0.0623087294332724,0.042,2468,2198,2205,3.296421845574388,81.64492413162705,69.2865,357278.188,4376,2655,3.163829524387914,0.3455333739781653,0.0013662976451789,0.4907721280602636,0.4380414312617702,0.0704331450094161,0.0,0.9827287798521048,Nova Serrana,Latin America and the Caribbean,South America,93699,18.0,8.96233844757,3.3514124293785312,296.2396494544192,275.37455926685743,72204.83245368401,39864.39366132945,0.0074311841281506,0.5084745762711864,1.0067860508953816,10454.749120237146,0.49790769153166664,False,True,False,True,False,1,True
guinea,GIN,kankan,1539,0.0381751472476861,0.0469257340241794,0.0024221980483357,0.0025768029628658,1.0187405095886672,9.0,380.0834196891192,380.0,63.0,7.837567194498548,0.0152675097276264,0.009,1782,1569,1575,3.1958549222797927,107.87565045395591,93.2805,332688.50600000005,3084,1930,3.5055980086942946,0.0696690381177562,0.0015021143300305,0.4010362694300518,0.5155440414507773,0.0766839378238342,0.0,0.9816042363955528,Kankan,Africa,Western Africa,250327,27.0,13.1405820847,3.261658031088083,146.87325017718666,135.61043099261482,49372.1147068053,25317.63843150898,0.0058012223602338,0.5922279792746113,1.0295719844357976,19049.91714875886,0.48668822535925926,False,True,False,True,False,1,True
colombia,COL,planeta_rica,579,0.0384486071085494,0.039193083573487,0.0015886287773256,0.0016358207134827,1.019041708448444,10.0,82.38760806916426,84.5,31.0,6.830532994927827,0.0268356282271944,0.013,645,607,609,3.3487031700288186,76.65433993115317,67.4565,89072.343,1162,694,3.439307927766869,0.1269587940987004,0.0051491393111088,0.4956772334293948,0.4236311239193083,0.0706051873198847,0.0,0.9813141029551812,Planeta Rica,Latin America and the Caribbean,South America,57717,6.0,2.04132199287,3.374639769452449,339.97576199346656,315.97170963369734,85090.32509652789,43634.63643223117,0.007791419610462,0.4942363112391931,1.153289949385394,28274.324286710245,0.34022033214499997,False,False,False,True,False,1,True
mexico,MEX,puerto_penasco,61,0.0165171880288159,0.0193798449612403,0.0007982884532227,0.0008994776378926,1.0116909368526283,3.0,7.477372721558768,7.0,17.0,2.489201503136432,0.0150631560220601,0.011,3096,2841,2882,3.5329981143934632,84.61861910692048,81.778,475641.258,5621,3182,2.14340996754618,0.8812658902518291,0.0009613020652893,0.6392206159648021,0.3328095537397863,0.027027027027027,0.0008895214374666,0.988444161722948,Puerto Peñasco,Latin America and the Caribbean,Central America,66491,25.0,12.7608375549,3.587680703959774,249.3566732050556,242.617303658973,71248.95674664286,37273.51405843726,0.0066899158693252,0.3598365807668133,1.1866645699009275,5210.551401029966,0.510433502196,False,False,False,True,False,1,True
democratic_republic_of_the_congo,COD,lukalaba,3544,0.0169581346051934,0.0169581346051934,0.0006653494177715,0.0006653494177715,1.0116999593883995,18.0,807.3545310015899,809.0,98.0,14.642444389026757,0.0401693227091633,0.027,548,521,521,3.192368839427663,100.51072609561751,81.1015,100912.769,1004,629,2.911308372321708,0.518275459470114,0.0040688927644947,0.4848966613672496,0.3863275039745628,0.1287758346581876,0.0,0.9884353465868748,Lukalaba,Africa,Middle Africa,83270,9.0,1.44332706928,3.2273449920508743,435.7986581057993,379.6783221653069,139833.54313494574,69916.77156747301,0.0062331061394222,0.5151033386327504,1.1013567438148444,57693.091034133395,0.16036967436444444,False,True,False,True,False,1,True
united_states,USA,richmond,828,0.0333869753213191,0.0455205563509916,0.0006501743343444,0.0007940451323103,1.0470422385300304,23.0,59.2550623849458,61.0,105.0,19.429402327117245,0.025938718103275,0.016,8500,7207,7241,3.0539987727551647,134.2742098318934,107.487,2004848.227,14931,9778,3.5130450206448414,0.0631193789784109,0.0003874313666874,0.3604008999795459,0.4977500511352015,0.1307015749642053,0.0046212577858147,0.9550713077286412,Richmond,Northern America,Northern America,244212,165.0,96.876625061,3.110349764778073,100.93250042353476,87.74046365310343,33990.618190163106,20694.860351892046,0.0048771771689827,0.6308387229237244,0.7980181752836679,2520.855777606082,0.5871310609757575,False,True,False,False,True,2,True
guinea,GIN,siguiri,1540,0.0205955878481545,0.0221081451060917,0.0013380181190845,0.0013694247717257,1.01343445396708,14.5,364.8558521560575,364.0,62.0,10.509619260639544,0.0240774176954732,0.016,2121,2012,2013,3.193429158110883,87.01646244855966,68.5255,338320.006,3888,2435,3.0844489736059706,0.402682055841394,0.0010755581436298,0.4895277207392197,0.3774127310061602,0.1289527720739219,0.0002572016460905,0.9867436380177416,Siguiri,Africa,Western Africa,199250,19.0,6.40287828445,3.2390143737166324,380.2977179675006,331.2572730222048,105387.28662682402,52838.73766922007,0.0071973278458738,0.5065735414954807,1.0906847624922886,31118.81737372669,0.33699359391842104,False,True,False,True,False,1,True
india,IND,krishnarajanagara,7838,0.0320175438596491,0.0320175438596491,0.003280195810864,0.003280195810864,1.072949757164301,13.75,806.6052631578947,808.0,65.0,10.630871958428022,0.0422184873949579,0.021,66,65,65,3.131578947368421,248.92545378151263,131.089,29622.129000000004,119,76,2.850976817022824,0.5556368234524345,0.0298768939932859,0.3947368421052631,0.4605263157894737,0.131578947368421,0.0,0.9320100902421564,Krishnarajanagara,Asia,South-Central Asia,141525,7.0,1.71464717388,3.1578947368421053,44.3239875571736,38.49188393122971,34551.86518981553,17275.932594907783,0.0025656494845458,0.5921052631578947,1.108843537414966,82538.84656617098,0.24494959626857143,False,True,False,True,False,1,True
china,CHN,tuquan,10594,0.0207720956882968,0.02756052141527,0.0023948956000098,0.0028519256533214,1.010500655110908,6.0,293.36871508379886,293.0,44.0,5.553450594743267,0.0085853658536585,0.005,155,134,134,3.206703910614525,313.79081184669,226.264,90057.96300000002,287,179,2.091058402269672,0.8971181943428306,0.0140420510506716,0.547486033519553,0.3016759776536313,0.1340782122905028,0.0,0.9896084628369136,Tuquan,Asia,Eastern Asia,60644,16.0,8.68439769745,3.279329608938548,20.6116769678293,17.84810016767342,18729.32788968884,10370.08738400404,0.0019876088025664,0.4406779661016949,0.9484240687679084,6983.09797786056,0.542774856090625,False,False,False,True,False,1,True
uruguay,URY,las_piedras,1137,0.0290769984547544,0.0329087048832271,0.0013493924758695,0.0013868501420774,1.0208224064256326,17.0,56.38608525232729,57.0,54.0,11.72064051696931,0.0213993874425727,0.016,1864,1711,1711,3.1994120529152377,112.09844318529862,101.168,366001.417,3265,2041,2.9374460446803976,0.5016211075336812,0.0014698132569555,0.4086232239098481,0.4997550220480157,0.0867221950024497,0.0006125574272588,0.9796023223093804,Las Piedras; La Paz; Progreso,Latin America and the Caribbean,South America,103743,28.0,14.8198633194,3.242038216560509,137.72056840282872,125.77713841395038,46984.8928423309,24696.679659716214,0.0055764811424213,0.5870524767042667,1.0036827890989444,7000.266990600029,0.5292808328357143,False,True,False,True,False,1,True
nigeria,NGA,djibia,2540,0.0145145145145145,0.0145145145145145,0.0007494798407917,0.0007494798407917,1.0125086866061717,8.0,406.73423423423424,406.0,25.0,5.091635401995741,0.0143598409542743,0.009,545,516,516,3.021021021021021,80.83175944333996,64.3295,81316.75,1006,666,2.971214735772477,0.4796854143074736,0.0032101698863504,0.4009009009009009,0.4174174174174174,0.1816816816816817,0.0,0.9876458476143058,Djibia; Daboura; Dan Abdallah,Africa,Western Africa,65264,7.0,3.1486928463,3.037537537537537,211.5163442450764,173.08769911946936,51651.11617384623,25825.55808692313,0.0081901945171197,0.5990990990990991,1.0150715900527505,20727.331367583578,0.44981326375714287,False,True,False,True,False,1,True
brazil,BRA,maraba,1154,0.0215365926590416,0.0248785228377065,0.0014196893307665,0.001542547173701,1.012343497933903,8.0,93.86530612244898,93.0,57.0,6.531848450020025,0.0178103877623621,0.01,1544,1367,1367,3.278134110787172,96.18309818569904,73.686,270370.689,2811,1715,2.7587626685625666,0.6098283116987858,0.0015367672725359,0.5212827988338192,0.3790087463556851,0.0997084548104956,0.0003557452863749,0.9878070062591452,Maraba,Latin America and the Caribbean,South America,92477,16.0,8.77653694153,3.321865889212828,195.40736983453368,175.92360292974928,58555.41467252203,30806.07884422197,0.0063431432095806,0.4787172011661808,1.0525547445255474,10536.843930138875,0.548533558845625,False,False,False,True,False,1,True
senegal,SEN,diourbel,1465,0.0124606798579401,0.0124606798579401,0.0006640718726508,0.0006640718726508,1.0115287141114149,11.0,14.213698630136989,13.0,26.0,6.115314524216936,0.0360397849462365,0.022,3192,2999,3002,3.3972602739726026,71.93024964157706,60.287,401370.793,5580,3285,2.9204824283258204,0.5124621873048365,0.0007680804799241,0.478234398782344,0.4922374429223744,0.028310502283105,0.0,0.9886026823059174,Diourbel,Africa,Western Africa,263349,22.0,9.69210624695,3.424353120243531,338.9356158816102,329.3401783543683,82733.93126002394,41412.13300528018,0.0081844520261343,0.5205479452054794,1.1984767707539985,27171.493304963824,0.44055028395227275,False,True,False,True,False,1,True
argentina,ARG,general_pico,1054,0.0141036217591401,0.0156298773690077,0.0010478656985691,0.0011097891617312,1.007908275828446,3.0,140.08026755852842,140.0,16.0,2.3493950762301736,0.0106420141620771,0.008,1477,1366,1366,3.4006688963210703,103.87365853658537,117.8745,264046.84,2542,1495,2.425845764026053,0.776157245589613,0.0029160917033347,0.5110367892976588,0.4749163879598662,0.0120401337792642,0.0,0.9921537742886912,General Pico,Latin America and the Caribbean,South America,53519,15.0,9.15639400482,3.488963210702341,163.27388262377306,161.30804323432295,49170.73257911329,28837.426596212903,0.005661874234132,0.4872824631860776,0.980556486758297,5844.986571332248,0.610426266988,False,False,False,True,False,1,True
brazil,BRA,ji_parana,978,0.0138822504356484,0.0172168284789644,0.0008037003937834,0.0008622930604564,1.0120779885734663,17.0,157.8357281553398,156.0,58.0,11.91026916819194,0.023125268432355,0.015,2395,2111,2118,3.255145631067961,114.971306132188,117.701,481844.744,4191,2575,3.014880527327538,0.4506203271890513,0.0014262401530629,0.4633009708737864,0.4664077669902912,0.0699029126213592,0.0,0.9880661483503947,Ji-Paraná,Latin America and the Caribbean,South America,96163,35.0,22.1128158569,3.323106796116505,116.44830837753786,108.30823245211774,39845.55389516634,21790.29333569238,0.0053440450104816,0.5365190365190365,0.9686953140190552,4348.74511786764,0.6317947387685714,False,True,False,True,False,1,True
brazil,BRA,vilhena,1019,0.005851158505303,0.0072138287736491,0.0003799355511539,0.0004102050009817,1.0056195721261163,13.0,596.360146998775,597.0,53.0,8.608552100058889,0.0133048481880509,0.009,2415,2069,2085,3.335238873009392,98.71159524975516,79.509,403138.155,4084,2449,2.705066289088035,0.6397611965244325,0.0011963195430882,0.4401796651694569,0.5451204573295223,0.013883217639853,0.0002448579823702,0.9944118309926732,Vilhena,Latin America and the Caribbean,South America,75097,21.0,10.9273719788,3.412821559820334,224.11610081099656,221.0046482068423,65286.08593027371,36892.50771202089,0.0060748405221033,0.5592320261437909,0.9840523410345532,6872.37518276987,0.5203510466095238,False,True,False,True,False,1,True
sudan,SDN,zalingei,3525,0.0103398409255242,0.0103398409255242,0.0007347700484956,0.0007347700484956,1.0129627863150703,10.0,890.5303687635575,888.0,74.0,9.225586950812009,0.0218164513936097,0.014,837,778,778,3.190889370932755,71.83136845683208,58.895,105663.943,1471,922,2.8429744952302336,0.5604791333340349,0.0021958883780155,0.4403470715835141,0.4642082429501085,0.0921908893709327,0.0,0.9872030972014026,Zalingei,Africa,Northern Africa,71381,6.0,1.04333806038,3.2624728850325377,883.702066484753,802.2327870365925,202549.77176144783,101274.88588072358,0.0087257769663204,0.5563991323210412,1.0989668297988038,68415.9839563429,0.17388967673,False,True,False,True,False,1,True
united_states,USA,midland,235,0.02337795062315,0.0261742983751845,0.0017232915521948,0.0018138651425955,1.0214905362633058,14.0,858.5737075332348,858.0,51.0,8.960509961043268,0.0162200374531835,0.01,3050,2962,2965,3.155096011816839,144.87771067415733,114.048,773646.9750000001,5340,3385,2.9134359082458454,0.5169304211115686,0.0008886977551439,0.4112259970457902,0.485672082717873,0.0989660265878877,0.0003745318352059,0.97896159044026,Midland,Northern America,Northern America,93477,60.0,42.8590660095,3.21890694239291,78.97978922941746,71.16347330863316,34022.62944033324,18050.95273957949,0.0043753806443823,0.5853297840875481,1.010359627053426,2181.0321293347874,0.7143177668249999,False,True,False,True,False,1,True
nigeria,NGA,kishi,2190,0.070688968538431,0.0728793309438472,0.0035972183892726,0.0036259726915385,1.0339535020280342,25.0,381.13859020310633,381.0,70.0,15.927839802848812,0.0242364217252396,0.016,820,716,716,2.991636798088411,134.24064776357827,106.458,168069.291,1252,837,3.502349753224276,0.0725186880646087,0.0026479374109868,0.0884109916367981,0.8912783751493429,0.020310633213859,0.0,0.9671614807034972,Kishi,Africa,Western Africa,150728,16.0,3.69511389732,3.04778972520908,226.51534519871257,221.91467510507087,90901.62829449368,45484.1976919569,0.0049800888372879,0.911589008363202,0.9916117435590174,40791.16481614283,0.2309446185825,False,True,True,False,False,3,True
